Date	PostType	Content	Image	Like	Retweet	Reply	
2021-04-25T08:35:17.000Z	text	"NEVER DOUBT GOD’S POWER 

“The Lord reigns, he is robed in majesty; .and armed with strength;
   Mightier than the thunder of the great waters,mightier than the breakers of the sea 
 Your statutes, Lord, stand firm;
    holiness adorns your house
    for endless days.”
Psalms 93"		10	2		
2021-04-18T17:09:05.000Z	text	Congratulations again- The legend		4	1		
2021-04-13T06:44:56.000Z	text	"Caroline,this is precisely the reason   has overhauled kttc to focus on Cbet trainer courses,CPD and inservice training for all teachers, next be Industry attachment for them in line with Kenyan Tvet Act  and global best.  "		11	2	1	
2021-04-11T16:03:09.000Z	image	Tvet trainers- knowledge is power @ Cican ?? ?? ?? ?? ??	https://pbs.twimg.com/media/EytHx-zWUAMeFPu?format=jpg&name=small	45	8	2	
2021-04-08T05:27:54.000Z	text	We need to move RPL from mere policy and talk to Action. Institutions should roll out this we need to hear and see Juakali people   “graduating”		9	3		
2021-04-05T14:52:55.000Z	image	My 14yr old did this artwork today to beat the lockdown. Gifted indeed	https://pbs.twimg.com/media/EyN-Kk3WQAMwC0Q?format=jpg&name=small	46	1	9	
2021-03-17T04:11:51.000Z	image	We celebrate Technical Education in kenya join us on 26th March 2021	https://pbs.twimg.com/media/Ewp1Ol0WgAQ4ZYC?format=jpg&name=small	44	16	5	
2021-03-14T12:59:33.000Z	text	Welcome to the club brother !					
2021-03-14T07:11:46.000Z	text	"God’s kingdom is not in a crisis 

“Do not be anxious about anything, but in every situation, by prayer and petition,...present your requests to God. And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus.”
Philipians 4"		19	6	1	
2021-03-02T15:01:16.000Z	text	Congratulations TVET Authority welcome to the ISO 2015 Family.		1			
2021-02-28T07:18:14.000Z	text	"“And I pray that you, being rooted and established in love, may have power, together with all the Lord’s holy people, to grasp how wide and long and high and deep is the love of Christ, and to know this love that surpasses knowledge.and filled to the fullness of God.”
Ephesians 3"		14	2	2	
2021-02-26T17:10:57.000Z	image	"Today we closed a two day workshop on conversation of kttc to Kstvet,-bringing together stakeholders lead by CAS MoE Hon Hassan,KSGs Prof Ludeki Chweya, Dtvet,DHRM ,DG TVETA, and KTTC Council ."	"https://pbs.twimg.com/media/EvKxT-EXAAINQ8A?format=jpg&name=360x360,https://pbs.twimg.com/media/EvKxUi8XMAMxN0h?format=jpg&name=360x360,https://pbs.twimg.com/media/EvKxVRWWQAAwg05?format=jpg&name=360x360,https://pbs.twimg.com/media/EvKxV9FXEAQDSTY?format=jpg&name=360x360"	34	13	3	
2021-02-21T07:12:43.000Z	text	"Unresolved inner conflict leads to death:-
“ In your anger do not sin ...
Get rid of all bitterness, rage and anger, brawling and slander, along with every form of malice. Be kind and compassionate to one another,forgiving each other, just as in Christ God forgave you.”
Eph.4:30"		28	6	3	
2021-02-14T07:16:14.000Z	text	"“Love is patient,love is kind. It does not envy, it does not boast, it is not proud. It does not dishonor others, it is not self-seeking,it is not easily angered, it keeps no record of wrongs. Love does not delight in evil but rejoices with the truth. It protects,” 1 Corinthians"		32	8	4	
2021-02-13T17:09:25.000Z	image	Green energy - the inevitable future energy sector for the world . Kudos My Kenya ????	https://pbs.twimg.com/media/EuH0UyKXYAAORXc?format=jpg&name=small	25	10	3	
2021-02-12T08:32:59.000Z	text	Kttc has been manufacturing them for over year. The brand is Kebs certified.		3			
2021-02-07T06:26:54.000Z	text	"Make your decision:-
“But if serving the Lord seems undesirable to you, then choose for yourselves this day whom you will serve, whether the gods your ancestors served beyond the Euphrates, ......”But as for me and my household, we will serve the Lord.” Joshua 24:15"		27	5	5	
2021-01-31T10:39:11.000Z	image	The Goodness of God is unlimited !	https://pbs.twimg.com/media/EtDeV4LWMAIVt0W?format=jpg&name=small	21	2	4	
2021-01-28T14:23:16.000Z	image	"Today and tomorrow,kenya national Tvet ODEL committee will have a workshop to strengthen full implementation ODeL in  Kenyan Tvet . ?? ?? ?? ??"	"https://pbs.twimg.com/media/Es002BVUcAc4oxk?format=jpg&name=small,https://pbs.twimg.com/media/Es002lzW4AA3bHy?format=jpg&name=360x360,https://pbs.twimg.com/media/Es003IbU0AcA2c1?format=jpg&name=360x360"	31	8	5	
2021-01-10T07:11:48.000Z	text	"“Then shall ye return, and discern between the righteous and the wicked, between him that serveth God and him that serveth him not. ""So you will again distinguish between the righteous and the wicked"			15	2	2
2021-01-03T07:06:30.000Z	text	"Fear not the coming of 2021 

“For I am the Lord your God
    who takes hold of your right hand
and says to you, Do not fear;
    I will help you.”
Isiah 41:13"		23	4	2	
2020-12-31T16:48:38.000Z	image	Just been served at New EKA hotel in Eldoret by my Tvet  graduate today - TVET works !	https://pbs.twimg.com/media/EqlJnMZXcAEt-gP?format=jpg&name=small	144	14	17	
2020-12-28T17:10:30.000Z	image	Kenyans daring abroad !	https://pbs.twimg.com/media/EqVx2DsW4AElbx0?format=jpg&name=small	7	2	1	
2020-12-20T14:45:59.000Z	text	"“If my people, which are called by my name, shall humble themselves, pray and seek my face and turn from their wicked ways, then I will hear from heaven, and will heal their land.”
2nd chronicles 7:14"		28	9	5	
2020-12-17T16:45:17.000Z	image	Merry Christmas and happy new year 2021 .	https://pbs.twimg.com/media/EpdCl_jXEAUHGS-?format=jpg&name=small	38	4	7	
2020-12-13T06:59:01.000Z	text	This is surely a very unique and different Christmas season -with less pomp and less interaction.  “But my God shall supply all your need according to his riches “. (Philippians 4;19)		17	1	3	
2020-12-06T07:07:40.000Z	text	"Unprecedented year this one is ! -Tough circumstances have beckoned for tough decisions and interventions -BUT 
“No word from God  will ever fail 
Isaiah 55.11 “"		23	1	4	
2020-11-29T07:11:26.000Z	text	"“ So in everything, do to others what you would have them do to you,for this sums up the Law and the Prophets.” (Mathew 7:12 )

“FEAR  does NOT advance humanity But FAITH does  ! blessed week “"		24	4	1	
2020-11-28T17:17:52.000Z	text	A good challenge for kenya@TVETAKenya @Langat_Kipkirui @edwintarno @KAM_Kenya @giz_gmbh @worldskillsKE @cdacc_tvet @KKnqa twitter.com/ADEAnet/status…		9	1		
2020-11-24T18:47:14.000Z	image	“We have a cabinet that looks like America “  USA Vice President elect Kamala Harris	https://pbs.twimg.com/media/EnnB71WW4AAuGXS?format=jpg&name=small	12	1	1	
2020-11-24T14:09:57.000Z	text	Good work DG - AU vision 63 puts youth and skills as priorities.@StateHouseKenya @EduMinKenya @TVETAKenya @edwintarno @Dr_Monari twitter.com/Langat_Kipkiru…		3	1		
2020-11-23T10:34:38.000Z	image		https://pbs.twimg.com/media/EngHmSuXUAAgDWa?format=jpg&name=small	22	1	6	
2020-10-30T09:02:53.000Z	image	"Women in Technical Education. (WITED) Congratulations  Faith Langat , you inspire young women ."	https://pbs.twimg.com/media/ElkMcfdXUAEGzyd?format=jpg&name=small	39	11	2	
2020-10-29T16:38:53.000Z	image	Let’s learn from COTVET. let’s retool tvet teachers - this will have infinite effect on the trainees and Industy	https://pbs.twimg.com/media/ElgrOfHWkAA3hZK?format=jpg&name=small	33	5	1	
2020-10-13T06:58:28.000Z	text	Good initiative.This the kind of Cbet training that should be rolled out to all Tvets  .It comes with challenges one being availability of enough spaces in Industry. We can expand this space to include use of selected Juakali industry players.		8	2	1	
2020-10-10T19:11:26.000Z	image	Mental health should be given better attention !	https://pbs.twimg.com/media/Ej_X79cWsAAJAQ0?format=jpg&name=900x900	24	4	2	
2020-10-05T11:20:14.000Z	image	Happy teachers day !	https://pbs.twimg.com/media/Ejj8I11XkAEgH4C?format=jpg&name=small	29	3	2	
2020-09-13T11:26:13.000Z	text	Hand washing machine indeed ??		1			
2020-08-26T14:14:30.000Z	image	KATTI ANNUAL GENERAL MEETING (virtual )	https://pbs.twimg.com/media/EgWkbFsXsAMu2mm?format=jpg&name=small	25	5	5	
2020-08-23T07:30:33.000Z	image	"To the powerful and the rich - MINIMIZE your pride and arrogance , MAXIMIZE your humility.This is my  church’s massage for you today."	"https://pbs.twimg.com/media/EgFrLjeXgAAIksq?format=jpg&name=360x360,https://pbs.twimg.com/media/EgFrMGTX0AAs9pV?format=jpg&name=360x360,https://pbs.twimg.com/media/EgFrMjfXgAAgxSp?format=jpg&name=360x360,https://pbs.twimg.com/media/EgFrM9cWsAE7nd4?format=jpg&name=360x360"	17	5	5	
2020-08-19T15:15:50.000Z	image	Tvet’s should embrace these new technologies - they are not an option But the main portion of the future !	https://pbs.twimg.com/media/EfyvVi_WoAAWtjq?format=jpg&name=small	16	2	3	
2020-07-05T10:02:20.000Z	image	Honest Financial savings and resource strength however small they may be  are biblical virtues .Pursue them with faith in God .	"https://pbs.twimg.com/media/EcJ4CdjXgAQ36bO?format=jpg&name=360x360,https://pbs.twimg.com/media/EcJ4Cf5X0AAvTPC?format=jpg&name=360x360,https://pbs.twimg.com/media/EcJ4CfzWAAIW-MG?format=jpg&name=360x360,https://pbs.twimg.com/media/EcJ4Cf6XQAAyBIR?format=jpg&name=360x360"	15	3	2	
2020-07-05T08:41:25.000Z	image	Honest Financial savings and resource strength however small they may be  are biblical virtues .Pursue them with faith in God .	"https://pbs.twimg.com/media/EcJlfzIXgAEYfJX?format=jpg&name=360x360,https://pbs.twimg.com/media/EcJlgVDXgAANaYd?format=jpg&name=360x360,https://pbs.twimg.com/media/EcJlgyIWkAItB-C?format=jpg&name=360x360,https://pbs.twimg.com/media/EcJlhSFXQAAJIu7?format=jpg&name=360x360"	17	2		
2020-07-03T16:12:16.000Z	text	We have to finalize implementation of ODEL in tvet .hopefully Tvet trainers will take advantage and learn from this webinar.		6	2		
2020-06-28T21:20:33.000Z	image	There will always be opportunities for optimists in difficult times and complaints and lamentations for pessimists even in good times	"https://pbs.twimg.com/media/EboQH58XgAclR1D?format=jpg&name=360x360,https://pbs.twimg.com/media/EboQIb1WkAEKC27?format=jpg&name=360x360,https://pbs.twimg.com/media/EboQI5AWkAIOb0u?format=jpg&name=360x360,https://pbs.twimg.com/media/EboQJS2XsAMJQNR?format=jpg&name=360x360"	16	3	1	
2020-06-24T14:36:20.000Z	image	“Tvet is the future of Kenya” PS TVET  Dr Jwan said this today when he officiated on tree planting exercise at Moiben Technical college in UG COUNTY. Greening Tvet is a Unesco Unevoc target in SDG    	"https://pbs.twimg.com/media/EbSNQuZWkAYDvJL?format=jpg&name=360x360,https://pbs.twimg.com/media/EbSNQuZWsAYDi-C?format=jpg&name=360x360,https://pbs.twimg.com/media/EbSNQwkXQAEQ4Qi?format=jpg&name=360x360,https://pbs.twimg.com/media/EbSNQwbWkAEaXhc?format=jpg&name=360x360"	33	9	4	
2020-06-24T14:21:07.000Z	image	“Tvet is the future of Kenya” PS TVET  Dr Jwan said this today when he officiated on tree planting exercise at Moiben Technical college in UG COUNTY. Greening Tvet is a Unesco Unevoc target in SDG  ?? ?? ???? ?	"https://pbs.twimg.com/media/EbSJu2rX0AYEyzh?format=jpg&name=360x360,https://pbs.twimg.com/media/EbSJvhdXgAIwJiW?format=jpg&name=360x360,https://pbs.twimg.com/media/EbSJwFTX0AAgsuO?format=jpg&name=360x360,https://pbs.twimg.com/media/EbSJwn5XQAErMow?format=jpg&name=360x360"	26	4	4	
2020-06-21T07:30:27.000Z	image	As you celebrate Father’s Day have strength to overcome our challenges and fears by being HONEST TO GOD !	"https://pbs.twimg.com/media/EbBO_caXgAAGIW_?format=jpg&name=360x360,https://pbs.twimg.com/media/EbBPAHCXQAEgSkl?format=jpg&name=360x360,https://pbs.twimg.com/media/EbBPArnWkAE7b0Z?format=jpg&name=360x360,https://pbs.twimg.com/media/EbBPBMzWsAEsU-8?format=jpg&name=360x360"	11	3	3	
2020-06-18T15:07:53.000Z	image	"Today We,RVTTI donated 24 medical beds made by our students and assorted foodstuff to UG county to help combat COVID 19 pandemic."	"https://pbs.twimg.com/media/Eaza74fXQAACrSQ?format=jpg&name=small,https://pbs.twimg.com/media/Eaza8R1XgAA0xvG?format=jpg&name=360x360,https://pbs.twimg.com/media/Eaza8r0WoAEs_eg?format=jpg&name=360x360"	50	23	9	
2020-06-08T16:14:31.000Z	image	"Yes the future of work must directly affect the current curricula used in Tvet’sDr. Julius Jwan Ps, TVET on #mondayreport with @TrevorOmbija. Future of Work. @WaihigaMwaura . Great economies around the world revolve along #skills and #lifelonglearning @edwintarno @Langat_Kipkirui @FaithLangat7 @EASTRIPSTI @CICan_KEFEP"	https://pbs.twimg.com/media/EaAHZ3QWsAMwoZ_?format=jpg&name=small	11	2	2	
2020-06-08T14:39:15.000Z	image	"USA Democratic Party members found it tough kneeling for 8min and 46 sec today.I can’t Just imagine how George Floyd managed to hang on for that long .
RIP George."	https://pbs.twimg.com/media/EZ_0fpKWoAYLDLk?format=jpg&name=small	6	2		
2020-05-05T10:07:19.000Z	image	Commodities exchange vital for Agri development.	https://pbs.twimg.com/media/EXPwMX2XkAAepRZ?format=jpg&name=small	4		1	
2020-05-05T04:44:47.000Z	text			6	2		
2020-05-04T05:02:57.000Z	image		https://pbs.twimg.com/media/EXJg8puXYAEon4I?format=jpg&name=900x900	4	2	1	
2020-05-03T07:33:32.000Z	image	With our current challenges what is your contribution and what kind of seeker are you ? Acts 16:6-10	"https://pbs.twimg.com/media/EXE5w3pXkAEkb8C?format=jpg&name=small,https://pbs.twimg.com/media/EXE5y84WkAAq94_?format=jpg&name=small"	12	3	1	
2020-04-30T09:33:01.000Z	text	"Today we held a vertical meeting involving 19 participants and experts,including tvet stakeholders Katti, Cdacc,tveta , Unesco, festo, Zizi Afrique and MOE on Kenya’s TVET  ODEL . It’s Our Hope this initiative will bear fruits.  "		5	2		
2020-04-28T16:56:07.000Z	text	"Good. It should also be cost effective, sustainable and essentially , must be accessible to most Tvet students across Kenya."		3		1	
2020-04-28T11:54:13.000Z	text	 Custmer Centre should be serious they took 10 days to block use of a card and worse they kept me waiting for  2sessions 10 min today . How safe are we ? How I miss 					
2020-04-26T12:45:49.000Z	text	3D printing is the modern and future manufacturing method - spanning from Eng to medicine and most productions. several Tvet’s have this technology models albeit at introductory levels only .		6	3		
2020-04-24T15:09:34.000Z	text	Very Good news !		1			
2020-04-22T10:47:23.000Z	image	Congratulations ???? for renewal of UNEVOC Centre membership. This reaffirms your EAC status as a  regional Centre excellence in Tvet ?? ?? ??	https://pbs.twimg.com/media/EWM8tBcXkAEiV1G?format=jpg&name=small	23	5	10	
2020-04-22T10:39:08.000Z	text	Africa needs farming policies like this one . In Kenya food imports should be a thing of the past .		3	1	1	
2020-04-19T12:44:10.000Z	image	Your Heavenly Father knows all your needs ..But  Seek ye first the kingdom of God and all shall added to you . Mathew 6:33	"https://pbs.twimg.com/media/EV96pGsWkAEDtIv?format=jpg&name=small,https://pbs.twimg.com/media/EV96ptjX0AAjyyt?format=jpg&name=360x360,https://pbs.twimg.com/media/EV96qN9XgAATvEu?format=jpg&name=360x360"	15	2	2	
2020-04-18T18:24:15.000Z	text	It’s very encouraging that  and  have given us critical information on the ongoings of similar projects worldwide.		3		2	
2020-04-18T04:09:08.000Z	text	You can’t believe this ... and Chinese are roaming freely all over Africa !		2		1	
2020-03-30T14:31:05.000Z	text	This is also used to boost access and promote “flexible and blended” learning .This is an area that we are lagging behind in Tvet. The new center   and Thika tti can use COL model . KTTC can do short trainings of instructors on use of this model and use of AI in teaching.		1	1	1	
2020-03-29T13:50:54.000Z	image	"A lot to learn from Chris Hart, even in lean times like now"	https://pbs.twimg.com/media/EUSAiyGXQAMi1ni?format=jpg&name=small	8	1	1	
2020-03-29T11:09:37.000Z	text	Sure ....					
2020-03-26T17:33:17.000Z	text	"*TUJIFUNZE KISWAHILI CHA KORONA*

•Quarantine - Umwali

•Sanitizer - Kitakasa/ Kieuzi

•Contagious - Ambo

•Disinfectant - Kiambukua

•Face mask - barakoa

•Epidemic - Kumbakumba

•Pandemic - Mtandavu"		4	3	1	
2020-03-26T08:24:20.000Z	text	 it’s utterly unfair to have your network unstable and poor at this time of critical need . Be honest if you don’t have enough bandwidth for all your Custmer needs .				1	
2020-03-25T07:10:33.000Z	text	Congratulations Ms Rita . You’re upto the task - I remember your efforts in the success of CAPA Conference hosted by Rwanda last year .God bless		2	2		
2020-03-24T16:44:57.000Z	text	Good work - but note this is for secondary school Tvet system. Tertiary tvet is very wide and complex.COL has done some ground here but a lot needs to be done .		1		1	
2020-03-21T03:27:44.000Z	text	"This is an idea that has already been taken up . Rvtti is in final stages of completing Virtual learning Centre complete with necessary connections. Among the challenges -strength of internet connection both for inst and students, cost and training of trainers ."		8	4	2	
2020-03-19T15:01:36.000Z	text	This massage squares well with what our health CS Hon Mutahi told us today. Young persons should learn so fast to limit their exposure by restricting movement.		6	2		
2020-03-13T06:30:18.000Z	text	Brilliant step .Recognition of prior learning (RPL). This is long overdue. Tvet institutions should be used as assessment Centers ?? ?? ?? ?? ?? ??		16	10	2	
2020-03-12T07:24:35.000Z	text	Happy birthday Hon Kip .		2			
2020-03-12T05:59:52.000Z	image	I’m humbled and privileged to be a keynote speaker at the 1st Nyeri National Polytechic conference.-CBET is our focus	"https://pbs.twimg.com/media/ES4xs29XkAAGjj_?format=jpg&name=900x900,https://pbs.twimg.com/media/ES4xtP5XsAAZlM_?format=jpg&name=small,https://pbs.twimg.com/media/ES4xtr3WkAAIoyf?format=jpg&name=360x360"	15	4	4	
2020-03-01T08:56:59.000Z	image	“Christ is the answer”- at CITAM Karen today	"https://pbs.twimg.com/media/ESAwwXjWsAE5-X7?format=jpg&name=small,https://pbs.twimg.com/media/ESAww3qX0AEL-g9?format=jpg&name=small"	11		2	
2020-02-29T08:03:45.000Z	text	Congratulations Dr Jwan and thanks  . Together let tvet be our passion.		3			
2020-02-29T07:25:13.000Z	image	Recently I had the privilege to host Claire Roth President of RYM international. They support two Tvet Projects in UGC . Partnerships we value in Tvet.	https://pbs.twimg.com/media/ER7SKlzWAAEkHcc?format=jpg&name=small	12	3	4	
2020-02-27T19:42:37.000Z	text	Thanks Presidents Award Rvtti chapter team . community work is an integral part of humanity. Rewards come for all and for self .		6	2		
2020-02-24T15:37:25.000Z	image	"Rvtti handed over the kjtvet journal to Tveta on 20/2/2020
Rvtti will continue to publsh the Afritvet journal . The two journals will continue to enhance Tvet publications in Kenya and Africa in close consultations."	https://pbs.twimg.com/media/ERjS3aRX0AEsoRY?format=jpg&name=small	9	3	2	
2020-02-23T13:14:27.000Z	image	#NewProfilePic	https://pbs.twimg.com/media/ERdoj8KWsAI8Zt_?format=jpg&name=small	8	2	1	
